Year;average_satisfaction_of_red_individuals;average_satisfaction_of_blue_individuals
6390;38.308;38.0
6395;38.615;37.846
6400;38.615;37.692
6405;38.615;37.538
6410;38.462;37.538
6415;38.462;37.692
6420;38.308;37.692
6425;38.308;37.538
6430;38.462;37.692
6435;38.615;37.538
6440;38.615;37.692
6445;38.462;37.692
6450;38.615;37.692
6455;38.615;37.692
6460;38.615;37.538
6465;38.615;37.538
6470;38.615;37.692
6475;38.462;37.538
6480;38.462;37.385
6485;38.462;37.385
6490;38.615;37.538
6495;38.769;37.538
6500;38.769;37.538
6505;38.769;37.538
6510;38.769;37.538
6515;38.769;37.538
6520;38.615;37.692
6525;38.308;37.692
6530;38.154;37.692
6535;38.154;37.846
6540;37.846;37.846
6545;37.846;37.846
6550;37.846;37.692
6555;37.846;38.154
6560;37.846;38.308
6565;37.846;38.462
6570;37.692;38.615
6575;37.692;38.615
6580;37.692;38.615
6585;37.692;38.615
6590;37.692;38.462
6595;38.308;38.462
6600;38.769;38.308
6605;38.615;38.308
6610;38.769;38.0
6615;38.615;38.0
6620;38.462;38.0
6625;38.462;38.0
6630;38.154;38.0
6635;38.154;38.0
6640;38.154;38.154
6645;37.846;38.154
6650;37.846;38.154
6655;37.846;38.154
6660;37.846;38.154
6665;37.846;38.154
6670;37.692;38.0
6675;37.692;37.846
6680;37.692;38.0
6685;37.385;38.154
6690;37.385;38.308
6695;37.231;38.308
6700;37.077;38.154
6705;37.231;38.154
6710;37.385;38.308
6715;37.385;37.846
6720;37.385;37.692
6725;37.385;37.846
6730;37.385;38.154
6735;37.385;38.0
6740;37.538;38.0
6745;37.538;38.0
6750;37.538;38.308
6755;37.538;37.846
6760;37.846;37.846
6765;37.846;37.538
6770;37.846;37.538
6775;37.846;37.538
6780;37.846;37.538
6785;38.154;37.538
6790;38.154;37.692
6795;37.846;37.846
6800;38.0;38.0
6805;38.308;38.0
6810;38.154;37.846
6815;38.308;37.538
6820;38.308;37.538
6825;38.308;37.385
6830;38.308;37.692
6835;38.308;37.692
6840;38.308;37.692
6845;38.308;37.538
6850;38.462;37.538
6855;38.615;37.538
6860;38.615;37.692
6865;38.769;37.692
6870;38.462;37.692
6875;38.462;37.538
6880;38.462;37.538
6885;38.462;37.538
6890;38.462;37.538
6895;38.615;37.231
6900;38.769;37.231
6905;38.923;37.385
6910;39.077;37.538
6915;38.923;37.692
6920;39.077;37.538
6925;38.923;37.538
6930;38.923;37.692
6935;38.769;37.846
6940;38.923;37.846
6945;39.077;37.846
6950;39.077;37.846
6955;39.077;37.692
6960;39.231;37.692
6965;39.385;37.692
6970;39.538;37.231
6975;39.385;37.077
6980;39.385;36.769
6985;39.385;36.923
6990;39.385;37.077
6995;39.385;37.077
7000;39.538;37.231
7005;39.385;37.231
7010;39.538;37.077
7015;39.692;37.231
7020;39.538;37.077
7025;39.385;36.923
7030;39.385;37.231
7035;39.385;37.077
7040;39.538;37.231
7045;39.538;37.231
7050;39.692;37.077
7055;39.846;37.077
7060;40.0;37.231
7065;39.846;37.077
7070;39.692;37.077
7075;39.692;37.077
7080;39.692;37.077
7085;39.538;36.923
7090;39.692;37.077
7095;39.846;36.923
7100;39.846;36.769
7105;40.0;36.769
7110;40.0;36.769
7115;40.154;36.769
7120;40.154;36.615
7125;40.154;36.769
7130;40.154;36.923
7135;40.462;36.923
7140;40.462;36.615
7145;40.308;36.769
7150;40.462;36.923
7155;40.308;36.769
7160;40.462;36.615
7165;40.462;36.615
7170;40.462;36.923
7175;40.462;36.769
7180;40.308;36.923
7185;40.308;37.077
7190;40.308;37.077
7195;40.462;37.231
7200;40.462;37.385
7205;40.462;37.385
7210;40.462;37.385
7215;40.615;37.231
7220;40.462;37.231
7225;40.308;37.231
7230;40.615;37.077
7235;40.615;36.769
7240;40.615;36.615
7245;40.615;36.615
7250;40.615;36.615
7255;40.615;36.615
7260;40.462;36.615
7265;40.615;36.615
7270;40.769;36.308
7275;41.077;36.154
7280;40.923;36.154
7285;41.077;36.154
7290;41.231;36.154
7295;41.385;36.154
7300;41.385;36.154
7305;41.538;36.154
7310;41.538;36.462
7315;41.538;36.462
7320;41.692;36.615
7325;41.692;36.769
7330;41.538;36.769
7335;41.538;36.769
7340;41.538;36.923
7345;41.692;36.923
7350;41.846;36.769
7355;41.692;36.769
7360;41.692;36.769
7365;42.0;36.769
7370;42.0;36.769
7375;42.0;36.615
7380;42.0;36.615
7385;41.846;36.615
7390;41.846;36.769
7395;41.846;36.615
7400;42.0;36.308
7405;42.308;36.308
7410;42.462;36.154
7415;42.462;36.308
7420;42.462;36.154
7425;42.462;35.846
7430;42.308;35.692
7435;42.308;35.846
7440;42.308;36.0
7445;42.308;35.846
7450;42.0;35.846
7455;42.0;35.846
7460;42.0;36.0
7465;42.0;35.692
7470;41.846;35.692
7475;41.692;35.846
7480;41.846;35.846
7485;42.0;35.846
7490;42.0;35.846
7495;42.0;35.692
7500;42.0;35.692
7505;42.154;35.692
7510;42.308;35.846
7515;42.154;35.692
7520;42.154;35.538
7525;42.154;35.538
7530;42.308;35.692
7535;42.462;35.846
7540;42.462;35.692
7545;42.154;35.692
7550;42.154;35.692
7555;42.154;35.692
7560;42.462;35.846
7565;42.615;35.846
7570;42.615;35.846
7575;42.769;35.692
7580;42.615;35.692
7585;42.462;35.692
7590;42.462;35.692
7595;42.308;35.538
7600;42.308;35.538
7605;42.308;35.385
7610;42.308;35.385
7615;42.154;35.385
7620;42.154;35.231
7625;42.308;35.231
7630;42.308;35.231
7635;42.154;35.231
7640;42.154;35.077
7645;42.154;35.077
7650;42.154;35.077
7655;42.0;35.231
7660;42.0;35.231
7665;41.846;35.231
7670;42.154;35.385
7675;42.0;35.231
7680;42.154;34.923
7685;42.154;34.923
7690;41.846;34.923
7695;41.538;34.923
7700;41.538;35.077
7705;41.538;35.231
7710;41.385;35.231
7715;41.385;35.231
7720;41.385;35.385
7725;41.385;35.385
7730;41.692;35.231
7735;41.692;35.077
7740;41.692;35.077
7745;41.538;35.077
7750;41.385;34.923
7755;41.385;35.077
7760;41.385;35.077
7765;41.385;34.769
7770;41.385;34.769
7775;41.231;34.769
7780;41.385;34.923
7785;41.538;34.769
7790;41.538;34.615
7795;41.538;34.462
7800;41.538;34.308
7805;41.385;34.308
7810;41.538;34.308
7815;41.692;34.462
7820;41.692;34.615
7825;41.385;34.615
7830;41.538;34.615
7835;41.538;34.615
7840;41.538;34.615
7845;41.692;34.462
7850;41.692;34.154
7855;41.692;34.308
7860;41.692;34.308
7865;41.692;34.154
7870;41.538;34.308
7875;41.538;34.308
7880;41.692;34.308
7885;42.0;34.308
7890;42.0;34.308
7895;42.154;34.308
7900;42.154;34.923
7905;42.154;34.769
7910;42.154;34.769
7915;42.0;34.769
7920;42.0;34.769
7925;41.846;34.923
7930;41.846;35.077
7935;41.692;34.923
7940;41.692;34.923
7945;41.692;35.077
7950;41.692;35.077
7955;41.692;35.077
7960;41.385;35.077
7965;41.231;35.077
7970;41.231;34.923
7975;41.231;34.769
7980;41.231;34.923
7985;41.231;35.077
7990;41.231;35.077
7995;41.231;34.923
8000;41.385;34.923
8005;41.077;35.077
8010;40.615;35.077
8015;41.077;35.077
8020;40.923;35.077
8025;40.769;35.077
8030;40.923;34.923
8035;40.923;34.923
8040;40.923;34.923
8045;40.923;35.077
8050;41.077;35.385
8055;40.769;35.385
8060;40.923;35.385
8065;40.769;35.077
8070;40.769;35.077
8075;41.077;35.077
8080;41.077;35.077
8085;41.231;35.077
8090;41.231;35.077
8095;41.231;35.077
8100;41.231;35.231
8105;41.077;35.231
8110;41.077;35.385
8115;40.769;35.385
8120;40.615;35.231
8125;40.769;35.231
8130;40.923;35.231
8135;40.923;35.077
8140;41.077;34.923
8145;40.769;34.923
8150;40.769;34.923
8155;40.769;34.769
8160;40.923;35.077
8165;40.615;35.077
8170;40.462;35.077
8175;40.462;35.077
8180;40.154;35.231
8185;40.0;34.923
8190;39.846;34.769
8195;39.846;34.923
8200;39.846;35.077
8205;40.0;35.077
8210;39.846;35.077
8215;40.0;35.231
8220;40.154;35.385
8225;40.154;35.385
8230;40.154;35.385
8235;40.154;35.077
8240;40.154;35.077
8245;40.0;35.077
8250;40.0;35.077
8255;40.0;35.231
8260;40.308;35.077
8265;40.462;35.385
8270;40.615;35.385
8275;40.615;35.385
8280;40.462;35.538
8285;40.769;35.538
8290;40.462;35.538
8295;40.462;35.692
8300;40.462;35.692
8305;40.615;35.692
8310;40.308;35.692
8315;40.0;35.538
8320;40.0;35.538
8325;39.846;35.538
8330;39.846;35.385
8335;39.846;35.077
8340;40.0;34.923
8345;40.0;35.077
8350;40.0;35.077
8355;39.846;35.077
8360;40.0;35.077
8365;40.154;35.231
8370;40.0;35.077
8375;40.0;35.077
8380;39.846;34.923
8385;40.154;34.769
8390;40.154;34.615
8395;40.0;34.462
8400;39.846;34.308
8405;40.0;34.462
8410;40.0;34.615
8415;40.0;34.615
8420;40.0;34.923
8425;39.692;34.923
8430;39.538;34.923
8435;39.231;35.077
8440;39.538;35.077
8445;39.538;35.077
8450;39.077;35.077
8455;39.077;35.231
8460;38.923;35.231
8465;38.923;35.231
8470;38.923;35.538
8475;38.923;35.231
8480;38.923;35.385
8485;38.769;35.538
8490;38.769;35.385
8495;38.923;35.385
8500;39.077;35.385
8505;39.077;35.231
8510;39.077;35.231
8515;39.231;35.231
8520;39.385;35.231
8525;39.538;35.231
8530;39.538;35.077
8535;39.385;35.077
8540;39.231;35.077
8545;39.692;35.231
8550;39.538;35.231
8555;39.692;35.231
8560;39.846;35.385
8565;40.0;35.385
8570;40.0;35.231
8575;40.0;35.231
8580;40.0;35.231
8585;40.154;35.231
8590;40.154;35.385
8595;40.0;35.385
8600;40.0;35.538
8605;40.0;35.538
8610;40.154;35.385
8615;40.0;35.385
8620;40.154;35.385
8625;40.0;35.385
8630;40.154;35.385
8635;40.0;35.231
8640;40.308;35.231
8645;40.462;35.231
8650;40.462;35.231
8655;40.308;35.231
8660;40.308;35.385
8665;40.308;36.0
8670;40.462;36.154
8675;40.462;36.0
8680;40.308;35.846
8685;40.308;35.692
8690;40.154;35.385
8695;40.308;35.385
8700;40.308;35.231
8705;39.846;35.385
8710;39.692;35.538
8715;39.538;35.692
8720;39.538;35.538
8725;39.538;35.385
8730;39.846;35.385
8735;39.846;35.538
8740;39.846;35.538
8745;39.692;35.846
8750;39.846;35.846
8755;40.0;36.0
8760;40.0;36.154
8765;40.0;36.154
8770;40.0;35.846
8775;39.846;35.846
8780;39.846;35.692
8785;39.692;35.692
8790;39.692;35.538
8795;39.538;35.385
8800;39.385;35.231
8805;39.077;35.231
8810;39.077;35.231
8815;39.077;35.385
8820;39.077;35.385
8825;39.231;35.231
8830;39.231;34.923
8835;39.231;34.615
8840;39.077;34.769
8845;39.077;34.769
8850;38.923;34.923
8855;38.769;34.769
8860;38.769;34.769
8865;38.615;34.769
8870;38.462;34.615
8875;38.462;34.769
8880;38.462;34.923
8885;38.308;35.077
8890;38.154;35.077
8895;38.154;35.077
8900;38.0;34.923
8905;38.0;35.077
8910;38.0;35.077
8915;37.846;34.923
8920;37.846;34.923
8925;37.846;34.923
8930;37.846;35.077
8935;37.692;35.231
8940;37.846;35.077
8945;37.846;35.231
8950;37.846;35.385
8955;37.538;35.538
8960;37.385;35.538
8965;37.385;35.692
8970;37.385;35.846
8975;37.385;35.846
8980;37.538;36.0
8985;37.538;36.154
8990;37.538;36.154
8995;37.692;36.308
9000;37.538;36.462
9005;37.231;36.308
9010;37.385;36.308
9015;37.538;36.462
9020;37.538;36.154
9025;37.538;36.154
9030;37.385;36.154
9035;37.385;36.0
9040;37.231;36.154
9045;37.077;36.154
9050;37.077;36.308
9055;37.077;36.308
9060;37.077;36.615
9065;36.923;36.615
9070;36.923;36.615
9075;36.769;37.077
9080;36.923;37.077
9085;36.923;36.923
9090;36.923;36.615
9095;36.923;36.615
9100;37.077;36.462
9105;37.077;36.308
9110;37.077;36.308
9115;37.231;36.308
9120;37.385;36.308
9125;37.538;36.308
9130;37.231;36.154
9135;37.077;36.0
9140;37.077;35.846
9145;37.077;35.846
9150;37.077;35.846
9155;37.077;36.0
9160;36.769;36.154
9165;36.923;36.154
9170;36.769;36.308
9175;36.769;36.462
9180;36.769;36.615
9185;37.077;36.462
9190;37.231;36.462
9195;37.231;36.615
9200;37.385;36.615
9205;37.538;36.615
9210;37.385;36.462
9215;37.538;36.462
9220;37.538;36.308
9225;37.385;36.308
9230;37.538;36.615
9235;37.692;36.769
9240;37.692;36.615
9245;37.846;36.615
9250;37.846;36.615
9255;37.846;36.615
9260;37.846;36.462
9265;38.0;36.769
9270;37.846;36.923
9275;37.692;37.077
9280;37.846;37.077
9285;38.0;37.077
9290;37.692;37.231
9295;37.385;37.385
9300;37.385;37.692
9305;37.231;37.846
9310;37.385;37.846
9315;37.538;38.0
9320;37.538;38.0
9325;37.385;37.846
9330;37.385;37.692
9335;37.538;37.385
9340;37.538;37.385
9345;37.538;37.385
9350;37.385;37.077
9355;37.385;37.077
9360;37.385;37.231
9365;37.538;37.077
9370;37.692;37.077
9375;37.692;36.923
9380;37.692;37.077
9385;37.692;37.231
9390;37.692;37.385
9395;38.0;37.385
9400;38.0;37.385
9405;38.154;37.385
9410;38.462;37.385
9415;38.462;37.231
9420;38.308;37.538
9425;38.615;37.692
9430;38.615;37.846
9435;38.308;37.846
9440;38.308;38.0
9445;38.308;38.154
9450;38.308;38.308
9455;38.154;38.308
9460;38.308;38.308
9465;38.308;38.154
9470;38.308;37.846
9475;38.308;37.692
9480;38.308;37.538
9485;38.462;37.385
9490;38.462;37.385
9495;38.615;37.077
9500;38.462;37.077
9505;38.462;37.077
9510;38.462;37.077
9515;38.462;37.077
9520;38.462;37.077
9525;38.308;37.077
9530;38.308;36.769
9535;38.308;36.769
9540;38.154;36.769
9545;38.0;36.615
9550;38.0;36.769
9555;38.0;36.615
9560;38.0;36.615
9565;38.0;36.769
9570;38.0;36.923
9575;37.846;37.077
9580;37.846;37.077
9585;37.846;37.231
9590;37.538;37.077
9595;37.538;37.385
9600;37.692;37.231
9605;37.692;37.385
9610;37.846;37.538
9615;37.846;37.231
9620;38.154;37.231
9625;38.0;37.231
9630;38.0;37.385
9635;38.0;37.231
9640;38.154;37.231
9645;38.0;37.385
9650;37.692;37.385
9655;37.692;37.538
9660;37.385;37.692
9665;37.385;37.692
9670;37.231;37.538
9675;36.923;37.692
9680;36.615;37.538
9685;36.615;37.692
9690;36.462;37.538
9695;36.462;37.538
9700;36.462;37.385
9705;36.462;37.385
9710;36.462;37.385
9715;36.462;37.385
9720;36.462;37.385
9725;36.462;37.231
9730;36.462;37.538
9735;36.462;37.385
9740;36.154;37.385
9745;36.154;37.385
9750;36.0;37.231
9755;35.846;37.231
9760;35.692;37.231
9765;35.692;37.231
9770;35.385;37.077
9775;35.385;37.077
9780;35.231;36.923
9785;34.923;36.615
9790;34.923;36.769
9795;34.923;36.769
9800;34.923;36.615
9805;35.077;36.769
9810;34.923;36.769
9815;34.923;36.769
9820;34.769;36.769
9825;34.923;36.769
9830;35.077;36.769
9835;34.923;36.769
9840;34.923;36.769
9845;34.923;37.077
9850;34.923;37.231
9855;34.923;37.077
9860;34.923;37.077
9865;34.923;36.923
9870;34.923;36.769
9875;34.923;36.769
9880;34.923;36.769
9885;34.923;36.923
9890;34.769;37.077
9895;34.769;37.077
9900;34.769;37.538
9905;34.615;37.538
9910;34.615;37.538
9915;34.462;37.538
9920;34.462;37.538
9925;34.308;37.538
9930;34.154;37.538
9935;34.0;37.538
9940;34.154;37.231
9945;34.154;37.077
9950;34.462;36.923
9955;34.308;36.923
9960;34.308;36.923
9965;33.846;37.077
9970;34.0;37.077
9975;33.846;37.385
9980;33.692;37.692
9985;33.846;37.538
9990;33.846;37.538
9995;33.846;37.538
10000;34.462;37.538
10005;34.462;37.692
10010;34.462;37.538
10015;34.462;37.846
10020;34.462;37.846
10025;34.462;37.846
10030;34.308;37.846
10035;34.0;37.846
10040;34.0;37.846
10045;34.154;38.0
10050;34.154;38.154
10055;34.308;38.0
10060;34.0;38.0
10065;34.154;38.0
10070;34.154;38.154
10075;34.308;38.0
10080;34.615;38.154
10085;34.615;38.154
10090;34.462;38.154
10095;34.615;38.0
10100;34.615;38.154
10105;34.308;38.0
10110;34.154;38.0
10115;34.0;38.154
10120;34.0;38.308
10125;34.0;38.462
10130;33.846;38.615
10135;34.154;38.769
10140;34.154;38.769
10145;34.154;38.923
10150;33.846;38.923
10155;34.0;38.769
10160;34.0;38.769
10165;34.0;38.615
10170;33.846;38.615
10175;33.538;38.615
10180;33.692;38.769
10185;33.692;38.462
10190;33.538;38.462
10195;33.846;38.615
10200;33.846;38.615
10205;33.846;38.462
10210;33.846;38.308
10215;33.692;38.308
10220;33.692;38.462
10225;33.538;38.462
10230;33.538;38.462
10235;33.538;38.615
10240;33.538;38.615
10245;33.385;38.615
10250;33.385;38.308
10255;33.231;38.462
10260;33.231;38.462
10265;33.231;38.308
10270;33.231;38.308
10275;32.923;38.154
10280;32.923;38.154
10285;33.077;38.154
10290;33.077;38.0
10295;33.385;38.154
10300;33.538;38.154
10305;33.692;38.462
10310;33.846;38.462
10315;33.846;38.462
10320;33.538;38.462
10325;33.538;38.462
10330;33.538;38.615
10335;33.538;38.769
10340;33.385;38.769
10345;33.231;38.769
10350;32.923;38.462
10355;33.077;38.462
10360;32.923;38.462
10365;32.923;38.615
10370;32.923;38.308
10375;32.923;38.154
10380;32.923;38.154
10385;32.923;38.154
10390;32.923;38.154
10395;32.769;38.462
10400;32.769;38.462
10405;32.769;38.462
10410;32.615;38.154
10415;32.462;38.0
10420;32.615;38.154
10425;32.769;38.154
10430;32.769;38.154
10435;32.769;38.154
10440;32.769;38.154
10445;32.615;38.308
10450;32.615;38.308
10455;32.769;38.308
10460;32.769;38.615
10465;32.769;38.615
10470;32.923;38.769
10475;32.769;39.077
10480;32.769;38.923
10485;32.462;38.923
10490;32.615;38.769
10495;32.615;38.923
10500;32.308;39.077
10505;32.462;39.077
10510;32.154;39.077
10515;32.0;39.231
10520;32.154;39.231
10525;31.846;39.231
10530;31.846;39.385
10535;32.0;39.692
10540;32.0;39.538
10545;32.0;39.385
10550;32.154;39.385
10555;32.0;39.385
10560;32.0;39.692
10565;32.0;39.538
10570;32.0;39.231
10575;32.154;39.077
10580;32.154;38.923
10585;32.308;39.077
10590;32.308;39.077
10595;32.308;39.231
10600;32.308;39.385
10605;32.308;39.231
10610;32.308;39.385
10615;32.154;39.385
10620;32.154;39.692
10625;32.154;39.692
10630;32.154;39.385
10635;32.154;39.231
10640;32.308;39.231
10645;32.308;39.077
10650;32.308;39.077
10655;32.308;39.077
10660;32.462;39.077
10665;32.615;39.077
10670;32.615;38.923
10675;32.462;39.077
10680;32.615;38.923
10685;32.923;39.077
10690;32.923;39.077
10695;32.769;39.077
10700;32.615;39.077
10705;32.615;38.615
10710;32.615;38.615
10715;32.615;38.615
10720;32.462;38.462
10725;32.615;38.462
10730;32.462;38.615
10735;32.462;38.462
10740;32.462;38.462
10745;32.308;38.615
10750;32.154;38.462
10755;32.308;38.462
10760;32.154;38.462
10765;32.308;38.308
10770;32.308;38.308
10775;32.308;38.308
10780;32.308;38.154
10785;32.615;38.154
10790;32.769;38.462
10795;32.769;38.462
10800;32.769;38.462
10805;32.615;38.769
10810;32.923;38.769
10815;32.769;38.462
10820;32.615;38.308
10825;32.462;38.308
10830;32.615;38.308
10835;32.615;38.154
10840;32.615;38.154
10845;32.615;38.154
10850;32.923;38.308
10855;32.769;38.308
10860;32.462;38.154
10865;32.615;38.0
10870;32.923;38.0
10875;32.923;37.846
10880;32.923;37.692
10885;32.769;37.692
10890;32.769;37.846
10895;32.769;37.692
10900;32.769;37.692
10905;32.462;37.692
10910;32.308;37.692
10915;32.308;37.846
10920;32.0;37.846
10925;32.0;38.154
10930;31.846;37.846
10935;31.692;37.846
10940;31.846;38.154
10945;32.0;38.0
10950;32.0;38.0
10955;32.308;38.154
10960;32.154;38.154
10965;32.308;38.0
10970;32.308;38.0
10975;32.462;38.0
10980;32.308;38.0
10985;32.308;38.154
10990;32.462;38.308
10995;32.462;38.308
11000;32.462;38.308
11005;32.615;38.154
11010;32.769;38.0
11015;32.769;38.0
11020;32.615;38.154
11025;32.769;38.154
11030;32.769;37.692
11035;32.769;37.538
11040;32.769;37.538
11045;32.923;37.538
11050;32.615;37.692
11055;32.462;37.846
11060;32.462;37.692
11065;32.615;37.538
11070;32.462;37.385
11075;32.462;37.077
11080;32.615;36.923
11085;32.615;36.923
11090;32.615;36.923
11095;32.769;36.923
11100;32.615;36.923
11105;32.769;36.769
11110;32.615;36.615
11115;32.615;36.615
11120;32.769;36.462
11125;32.923;36.462
11130;32.923;36.462
11135;33.077;36.462
11140;33.077;36.462
11145;33.077;36.615
11150;33.385;36.462
11155;33.385;36.0
11160;33.231;36.0
11165;33.385;35.846
11170;33.538;35.692
11175;33.692;35.385
11180;33.692;35.385
11185;33.538;35.231
11190;33.538;35.077
11195;33.692;34.923
11200;33.538;34.923
11205;33.538;34.923
11210;33.385;34.923
11215;33.385;34.769
11220;33.231;34.769
11225;33.077;34.615
11230;33.077;34.615
11235;33.231;34.615
11240;33.385;34.615
11245;33.385;34.615
11250;33.385;34.615
11255;33.385;34.615
11260;33.231;34.462
11265;33.231;34.462
11270;33.385;34.615
11275;33.231;34.615
11280;33.077;34.462
11285;33.077;34.615
11290;32.923;34.615
11295;32.923;34.615
11300;33.077;34.462
11305;33.077;34.615
11310;32.923;34.615
11315;32.769;34.615
11320;32.769;34.615
11325;32.769;34.462
11330;32.769;34.308
11335;32.769;34.462
11340;32.769;34.308
11345;32.769;34.462
11350;32.769;34.308
11355;32.769;34.308
11360;33.077;34.308
11365;33.231;34.462
11370;33.538;34.615
11375;33.538;34.615
11380;33.538;34.615
11385;33.692;34.769
11390;33.692;34.769
11395;33.692;34.615
11400;33.538;34.615
11405;33.692;34.615
11410;33.846;34.615
11415;34.0;34.615
11420;34.154;34.769
11425;34.154;34.923
11430;34.154;34.923
11435;34.308;35.077
11440;34.308;35.077
11445;34.154;35.077
11450;34.308;35.077
11455;34.308;34.923
11460;34.462;34.923
11465;34.615;34.923
11470;34.769;35.077
11475;34.615;35.231
11480;34.462;35.231
11485;34.462;34.923
11490;34.615;34.923
11495;34.769;34.615
11500;34.769;34.769
11505;34.615;34.769
11510;34.769;34.769
11515;34.769;34.615
11520;34.615;34.769
11525;34.615;34.769
11530;34.462;34.769
11535;34.462;34.615
11540;34.308;34.462
11545;34.462;34.615
11550;34.615;34.769
11555;34.615;34.923
11560;34.462;34.923
11565;34.615;34.923
11570;34.769;35.077
11575;34.769;35.231
11580;34.923;35.077
11585;34.769;35.077
11590;34.769;35.385
11595;34.769;35.385
11600;34.769;35.231
11605;34.769;35.385
11610;34.769;35.385
11615;34.923;35.385
11620;35.077;35.538
11625;35.077;35.692
11630;35.077;35.692
11635;34.769;35.692
11640;34.615;35.692
11645;34.615;35.692
11650;34.615;35.385
11655;34.615;35.538
11660;34.615;35.538
11665;34.615;35.231
11670;34.615;35.385
11675;34.462;35.231
11680;34.308;35.077
11685;34.308;35.385
11690;34.154;35.385
11695;34.154;35.385
11700;34.308;35.385
11705;34.308;35.231
11710;34.462;35.231
11715;34.462;34.923
11720;34.462;35.077
11725;34.308;35.077
11730;34.308;35.231
11735;34.462;35.231
11740;34.462;35.385
11745;34.462;35.231
11750;34.462;35.538
11755;34.462;35.538
11760;34.308;35.846
11765;34.462;35.846
11770;34.615;36.0
11775;34.615;35.846
11780;34.615;35.846
11785;34.615;35.692
11790;34.615;35.846
11795;34.769;35.846
11800;34.769;36.0
11805;34.769;36.308
11810;34.769;36.308
11815;34.769;36.0
11820;34.615;36.0
11825;34.769;36.0
11830;34.769;36.0
11835;34.923;35.846
11840;34.923;35.692
11845;35.077;35.692
11850;35.231;35.846
11855;35.385;36.0
11860;35.231;36.154
11865;35.231;36.0
11870;35.231;36.462
11875;35.231;36.462
11880;35.385;36.462
11885;35.385;36.462
11890;35.692;36.462
11895;35.692;36.462
11900;35.846;36.462
11905;35.846;36.462
11910;35.846;36.615
11915;35.692;36.615
11920;35.846;36.769
11925;35.846;36.923
11930;35.846;36.769
11935;35.846;36.615
11940;35.846;36.615
11945;35.846;36.462
11950;36.0;36.308
11955;36.154;36.462
11960;36.308;36.462
11965;36.154;36.308
11970;36.154;36.462
11975;36.154;36.462
11980;36.308;36.308
11985;36.462;36.154
11990;36.462;36.154
11995;36.462;36.308
